2021-05-04 02:36:46,283 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,078 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,437 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,679 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Match Passed | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 02:48:15,079 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.6     Special precautions for disposal and other handling' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:15,089 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.6     Special precautions for disposal and other handling' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'True'
2021-05-04 02:48:15,100 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20053' | currParentHeadId :- '20047.0' | prevParentHeadId :- '20052'
2021-05-04 02:48:15,409 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR must not be mixed with any other insulin or medicinal products or diluted. Mixing or diluting can change its time/action profile and mixing can cause precipitation.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:15,887 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The ABASAGLAR cartridges are to be used only in conjunction with a Lilly reusable insulin pen (see section 4.4). ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:16,531 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The instructions for using the pen must be followed carefully for loading the cartridge, attaching the needle, and administering the insulin injection. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:16,821 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'If the insulin pen is damaged or not working properly (due to mechanical defects) it has to be discarded, and a new insulin pen has to be used. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:17,323 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'To prevent the possible transmission of disease, each pen must be used by one patient only. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:17,368 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'To prevent the possible transmission of disease, each pen must be used by one patient only. ' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:17,948 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '7.       MARKETING AUTHORISATION HOLDER' | Qrd txt :- '7. MARKETING AUTHORISATION HOLDER' | Matched :- 'True'
2021-05-04 02:48:17,959 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20055' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20053'
2021-05-04 02:48:18,755 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '8.       MARKETING AUTHORISATION NUMBER(S)' | Qrd txt :- '7. MARKETING AUTHORISATION HOLDER' | Matched :- 'False'
2021-05-04 02:48:18,756 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '8.       MARKETING AUTHORISATION NUMBER(S)' | Qrd txt :- '8. MARKETING AUTHORISATION NUMBER(S)' | Matched :- 'True'
2021-05-04 02:48:18,767 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20056' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20055'
2021-05-04 02:48:19,591 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '9.       DATE OF FIRST AUTHORISATION/RENEWAL OF THE AUTHORISATION' | Qrd txt :- '9. DATE OF FIRST AUTHORISATION/RENEWAL OF THE AUTHORISATION' | Matched :- 'True'
2021-05-04 02:48:19,610 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20057' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20056'
2021-05-04 02:48:20,739 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '10.     DATE OF REVISION OF THE TEXT' | Qrd txt :- '10. DATE OF REVISION OF THE TEXT' | Matched :- 'True'
2021-05-04 02:48:20,749 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20058' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20057'
2021-05-04 02:48:21,027 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Detailed information on this medicinal product is available on the website of the European Medicines Agency http://www.ema.europa.eu  1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:21,658 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR 100 units/mL Tempo Pen solution for injection in a pre-filled pen' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:21,765 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-04 02:48:21,775 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20058'
2021-05-04 02:48:21,804 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '2.       qualitative and quantitative composition' | Qrd txt :- '2.2 qualitative and quantitative composition' | Matched :- 'True'
2021-05-04 02:48:21,805 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed In Lowercase | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2.2 Qualitative and quantitative composition' | Matched :- 'True'
2021-05-04 02:48:21,818 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Wrong Heading Found | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20006' | currParentHeadId :- '20004.0' | prevParentHeadId :- '20058'
2021-05-04 02:48:22,177 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : End Of Sub Section | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 02:48:22,237 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-04 02:48:22,244 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed As This The First Heading | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- ''
2021-05-04 02:48:22,906 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Each pen contains 3 mL of solution for injection, equivalent to 300 units. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:23,778 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '3.       PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-05-04 02:48:23,791 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-04 02:48:23,797 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-04 02:48:24,570 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.       CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-05-04 02:48:24,579 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20009' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20008'
2021-05-04 02:48:24,672 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.1     Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-05-04 02:48:24,685 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20010' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20009'
2021-05-04 02:48:24,932 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:24,975 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:25,204 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.2     Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-05-04 02:48:25,220 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20011' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20010'
2021-05-04 02:48:25,299 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed In Lowercase | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'False'
2021-05-04 02:48:25,303 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-05-04 02:48:25,336 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20012' | currParentHeadId :- '20011.0' | prevParentHeadId :- '20011'
2021-05-04 02:48:25,566 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR contains insulin glargine, an insulin analogue and has a prolonged duration of action. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:26,470 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Special populations' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:27,195 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In the elderly, progressive deterioration of renal function may lead to a steady decrease in insulin requirements.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:27,861 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In patients with renal impairment, insulin requirements may be diminished due to reduced insulin metabolism.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:28,801 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In patients with hepatic impairment, insulin requirements may be diminished due to reduced capacity for gluconeogenesis and reduced insulin metabolism.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:28,903 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-04 02:48:28,923 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20013' | currParentHeadId :- '20012.0' | prevParentHeadId :- '20011'
2021-05-04 02:48:29,975 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The safety and efficacy of insulin glargine have not been established. No data are available. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:29,994 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The safety and efficacy of insulin glargine have not been established. No data are available. ' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:31,407 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'During the first weeks the reduction should, at least partially, be compensated by an increase in mealtime insulin, after this period the regimen should be adjusted individually. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:31,683 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Close metabolic monitoring is recommended during the switch and in the initial weeks thereafter. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:32,070 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Patients with high insulin doses because of antibodies to human insulin may experience an improved insulin response with ABASAGLAR.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:32,166 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed In Lowercase | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'False'
2021-05-04 02:48:32,175 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Method of administration' | Qrd txt :- 'Method of administration ' | Matched :- 'True'
2021-05-04 02:48:32,198 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20014' | currParentHeadId :- '20011.0' | prevParentHeadId :- '20011'
2021-05-04 02:48:34,210 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'There are no clinically relevant differences in serum insulin or glucose levels after abdominal, deltoid or thigh administration of insulin glargine. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:34,507 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Injection sites should always be rotated within the same region in order to reduce the risk of lipodystrophy and cutaneous amyloidosis (see section 4.4 and 4.8).' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:34,781 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR must not be mixed with any other insulin or diluted. Mixing or diluting can change its time/action profile and mixing can cause precipitation. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:35,473 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Before using ABASAGLAR solution for injection in pre‑filled pen, the instructions for use included in the package leaflet must be read carefully (see section 6.6).' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:36,154 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The Tempo Pen delivers 1 – 80 units in steps of 1 unit in a single injection. The needed dose is dialled in units. The number of units is shown in the dose window of the pen.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:36,326 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The Tempo Pen can be used with the optional transfer module Tempo Smart Button (see section 6.6).' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:36,518 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.3     Contraindications' | Qrd txt :- '4.3 Contraindications' | Matched :- 'True'
2021-05-04 02:48:36,530 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20016' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20011'
2021-05-04 02:48:36,724 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Hypersensitivity to the active substance or to any of the excipients listed in section 6.1.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:36,970 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.4     Special warnings and precautions for use' | Qrd txt :- '4.4 Special warnings and precautions for use' | Matched :- 'True'
2021-05-04 02:48:36,986 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20017' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20016'
2021-05-04 02:48:37,104 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Traceability' | Qrd txt :- 'Traceability' | Matched :- 'True'
2021-05-04 02:48:37,126 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20018' | currParentHeadId :- '20017.0' | prevParentHeadId :- '20017'
2021-05-04 02:48:37,441 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In order to improve the traceability of biological medicinal products, the name and the batch number of the administered medicinal product should be clearly recorded.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:39,324 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR is not the insulin of choice for the treatment of diabetic ketoacidosis. Instead, regular insulin administered intravenously is recommended in such cases. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:40,122 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Insulin requirements and dose adjustments' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:42,347 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        after transfer from animal insulin to human insulin,' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:42,359 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        after transfer from animal insulin to human insulin,' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:43,450 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        suffering from a psychiatric illness,' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:43,803 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        receiving concurrent treatment with certain other medicinal products (see section 4.5).' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:44,150 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Such situations may result in severe hypoglycaemia (and possibly loss of consciousness) prior to the patient's awareness of hypoglycaemia.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:44,397 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The prolonged effect of subcutaneous insulin glargine may delay recovery from hypoglycaemia.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:44,440 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The prolonged effect of subcutaneous insulin glargine may delay recovery from hypoglycaemia.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:44,716 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'If normal or decreased values for glycated haemoglobin are noted, the possibility of recurrent, unrecognised (especially nocturnal) episodes of hypoglycaemia must be considered. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:45,867 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        unaccustomed, increased or prolonged physical activity,' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:45,882 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        unaccustomed, increased or prolonged physical activity,' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:48:47,611 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        certain uncompensated endocrine disorders, (e.g. in hypothyroidism and in anterior pituitary or adrenocortical insufficiency),' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:48:47,872 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '-        concomitant treatment with certain other medicinal products.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
