,id,domain,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory,heading_id
4747,134024,H,NAP,SmPC,hr,4.7,Utjecaj na sposobnost upravljanja vozilima i rada sa strojevima,134007.0,True,24
4748,134025,H,NAP,SmPC,hr,4.8,Nuspojave,134007.0,True,25
4749,134026,H,NAP,SmPC,hr,,Pedijatrijska populacija,134025.0,False,26
4750,134027,H,NAP,SmPC,hr,,Prijavljivanje sumnji na nuspojavu,134025.0,True,27
4751,134028,H,NAP,SmPC,hr,4.9,Predoziranje,134007.0,True,28
4752,134029,H,NAP,SmPC,hr,,Pedijatrijska populacija,134028.0,False,29
4753,134030,H,NAP,SmPC,hr,5,FARMAKOLOŠKA SVOJSTVA,134001.0,True,30
4754,134031,H,NAP,SmPC,hr,5.1,Farmakodinamička svojstva,134030.0,True,31
4755,134032,H,NAP,SmPC,hr,,Mehanizam djelovanja,134031.0,False,32
4756,134033,H,NAP,SmPC,hr,,Farmakodinamički učinci,134031.0,False,33
4757,134034,H,NAP,SmPC,hr,,Klinička djelotvornost i sigurnost,134031.0,False,34
4758,134035,H,NAP,SmPC,hr,,Pedijatrijska populacija,134031.0,False,35
4759,134036,H,NAP,SmPC,hr,5.2,Farmakokinetička svojstva,134030.0,True,36
4760,134037,H,NAP,SmPC,hr,,Apsorpcija,134036.0,False,37
4761,134038,H,NAP,SmPC,hr,,Distribucija,134036.0,False,38
4762,134039,H,NAP,SmPC,hr,,Biotransformacija,134036.0,False,39
4763,134040,H,NAP,SmPC,hr,,Eliminacija,134036.0,False,40
4764,134041,H,NAP,SmPC,hr,,Linearnost/nelinearnost,134036.0,False,41
4765,134042,H,NAP,SmPC,hr,,Farmakokinetički/farmakodinamički odnos(i),134036.0,False,42
4766,134043,H,NAP,SmPC,hr,5.3,Neklinički podaci o sigurnosti primjene,134030.0,True,43
4767,134044,H,NAP,SmPC,hr,,Procjena rizika za okoliš (ERA),134043.0,False,44
4768,134045,H,NAP,SmPC,hr,6,FARMACEUTSKI PODACI,134001.0,True,45
4769,134046,H,NAP,SmPC,hr,6.1,Popis pomoćnih tvari,134045.0,True,46
4770,134047,H,NAP,SmPC,hr,6.2,Inkompatibilnosti,134045.0,True,47
4771,134048,H,NAP,SmPC,hr,6.3,Rok valjanosti,134045.0,True,48
4772,134049,H,NAP,SmPC,hr,6.4,Posebne mjere pri čuvanju lijeka,134045.0,True,49
4773,134050,H,NAP,SmPC,hr,6.5,Vrsta i sadržaj spremnika,134045.0,True,50
4774,134051,H,NAP,SmPC,hr,6.6,Posebne mjere za zbrinjavanje <i druga rukovanja lijekom>,134045.0,True,51
4775,134052,H,NAP,SmPC,hr,,Primjena u pedijatrijskoj populaciji,134051.0,False,52
4776,134053,H,NAP,SmPC,hr,7,NOSITELJ ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,134001.0,True,53
4777,134054,H,NAP,SmPC,hr,8,BROJ(EVI) ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,134001.0,True,54
4778,134055,H,NAP,SmPC,hr,9,DATUM PRVOG ODOBRENJA / DATUM OBNOVE ODOBRENJA,134001.0,True,55
4779,134056,H,NAP,SmPC,hr,10,DATUM REVIZIJE TEKSTA,134001.0,True,56
4780,134057,H,NAP,SmPC,hr,11,DOZIMETRIJA,134001.0,False,57
4781,134058,H,NAP,SmPC,hr,12,UPUTE ZA PRIPREMU RADIOFARMACEUTIKA,134001.0,False,58
4782,135001,H,NAP,Labelling,hr,,OZNAČIVANJE,,True,1
4783,135002,H,NAP,Labelling,hr,,PODACI KOJI SE MORAJU NALAZITI NA < VANJSKOM PAKIRANJU> <I> <UNUTARNJEM PAKIRANJU>,135001.0,True,2
4784,135003,H,NAP,Labelling,hr,1,NAZIV LIJEKA,135002.0,True,3
4785,135004,H,NAP,Labelling,hr,2,NAVOĐENJE DJELATNE(IH) TVARI,135002.0,True,4
4786,135005,H,NAP,Labelling,hr,3,POPIS POMOĆNIH TVARI,135002.0,True,5
4787,135006,H,NAP,Labelling,hr,4,FARMACEUTSKI OBLIK I SADRŽAJ,135002.0,True,6
4788,135007,H,NAP,Labelling,hr,5,NAČIN I PUT(EVI) PRIMJENE LIJEKA,135002.0,True,7
4789,135008,H,NAP,Labelling,hr,6,POSEBNO UPOZORENJE O ČUVANJU LIJEKA IZVAN POGLEDA I DOHVATA DJECE,135002.0,True,8
4790,135009,H,NAP,Labelling,hr,7,"DRUGO(A) POSEBNO(A) UPOZORENJE(A), AKO JE POTREBNO",135002.0,True,9
4791,135010,H,NAP,Labelling,hr,8,ROK VALJANOSTI,135002.0,True,10
4792,135011,H,NAP,Labelling,hr,9,POSEBNE MJERE ČUVANJA,135002.0,True,11
4793,135012,H,NAP,Labelling,hr,10,"POSEBNE MJERE ZA ZBRINJAVANJE NEISKORIŠTENOG LIJEKA ILI OTPADNIH MATERIJALA KOJI POTJEČU OD LIJEKA, AKO JE POTREBNO",135002.0,True,12
4794,135013,H,NAP,Labelling,hr,11,NAZIV I ADRESA NOSITELJA ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,135002.0,True,13
4795,135014,H,NAP,Labelling,hr,12,BROJ(EVI) ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,135002.0,True,14
4796,135015,H,NAP,Labelling,hr,13,BROJ SERIJE,135002.0,True,15
4797,135016,H,NAP,Labelling,hr,14,NAČIN IZDAVANJA LIJEKA,135002.0,True,16
4798,135017,H,NAP,Labelling,hr,15,UPUTE ZA UPORABU,135002.0,True,17
4799,135018,H,NAP,Labelling,hr,16,PODACI NA BRAILLEOVOM PISMU,135002.0,True,18
4800,135019,H,NAP,Labelling,hr,17,JEDINSTVENI IDENTIFIKATOR – 2D BARKOD,135002.0,True,19
4801,135020,H,NAP,Labelling,hr,18,JEDINSTVENI IDENTIFIKATOR – PODACI ČITLJIVI LJUDSKIM OKOM,135002.0,True,20
4802,135021,H,NAP,Labelling,hr,,PODACI KOJE MORA NAJMANJE SADRŽAVATI BLISTER ILI STRIP,135001.0,True,21
4803,135022,H,NAP,Labelling,hr,1,NAZIV LIJEKA,135021.0,True,22
4804,135023,H,NAP,Labelling,hr,2,NAZIV NOSITELJA ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,135021.0,True,23
4805,135024,H,NAP,Labelling,hr,3,ROK VALJANOSTI,135021.0,True,24
4806,135025,H,NAP,Labelling,hr,4,BROJ SERIJE,135021.0,True,25
4807,135026,H,NAP,Labelling,hr,5,DRUGO,135021.0,True,26
4808,135027,H,NAP,Labelling,hr,,PODACI KOJE MORA NAJMANJE SADRŽAVATI MALO UNUTARNJE PAKIRANJE,135001.0,True,27
4809,135028,H,NAP,Labelling,hr,1,NAZIV LIJEKA I PUT(EVI) PRIMJENE LIJEKA,135027.0,True,28
4810,135029,H,NAP,Labelling,hr,2,NAČIN PRIMJENE LIJEKA,135027.0,True,29
4811,135030,H,NAP,Labelling,hr,3,ROK VALJANOSTI,135027.0,True,30
4812,135031,H,NAP,Labelling,hr,4,BROJ SERIJE,135027.0,True,31
4813,135032,H,NAP,Labelling,hr,5,"SADRŽAJ PO TEŽINI, VOLUMENU ILI DOZNOJ JEDINICI LIJEKA",135027.0,True,32
4814,135033,H,NAP,Labelling,hr,6,DRUGO,135027.0,True,33
4815,136001,H,NAP,Package leaflet,hr,,UPUTA O LIJEKU,,True,1
4816,136002,H,NAP,Package leaflet,hr,,"q Ovaj je lijek pod dodatnim praćenjem. Time se omogućuje brzo otkrivanje novih sigurnosnih informacija. Prijavom svih sumnji na nuspojavu i Vi možete pomoći. Za postupak prijavljivanja nuspojava, pogledajte dio 4.",136001.0,False,2
4817,136003,H,NAP,Package leaflet,hr,,Što se nalazi u ovoj uputi:,136001.0,True,3
4818,136004,H,NAP,Package leaflet,hr,1,Što je X i za što se koristi,136001.0,True,4
4819,136005,H,NAP,Package leaflet,hr,2,Što morate znati prije nego počnete <uzimati> <primjenjivati> X,136001.0,True,5
4820,136006,H,NAP,Package leaflet,hr,,Nemojte <uzimati> <primjenjivati> X,136005.0,True,6
4821,136007,H,NAP,Package leaflet,hr,,Upozorenja i mjere opreza ,136005.0,True,7
4822,136008,H,NAP,Package leaflet,hr,,Djeca <i adolescenti>,136005.0,True,8
4823,136009,H,NAP,Package leaflet,hr,,Drugi lijekovi i X,136005.0,True,9
4824,136010,H,NAP,Package leaflet,hr,,"X s <hranom> <i> <,> <pićem> <i> <alkoholom>",136005.0,True,10
4825,136011,H,NAP,Package leaflet,hr,,"Trudnoća <i> <,> dojenje <i plodnost>",136005.0,True,11
4826,136012,H,NAP,Package leaflet,hr,,Upravljanje vozilima i strojevima,136005.0,True,12
4827,136013,H,NAP,Package leaflet,hr,,X sadrži {naziv pomoćne(ih) tvari},136005.0,False,13
4828,136014,H,NAP,Package leaflet,hr,3,Kako <uzimati> <primjenjivati> X,136001.0,True,14
4829,136015,H,NAP,Package leaflet,hr,,Primjena u djece <i adolescenata>,136014.0,False,15
4830,136016,H,NAP,Package leaflet,hr,,Ako <uzmete> <primijenite> više X nego što ste trebali,136014.0,False,16
4831,136017,H,NAP,Package leaflet,hr,,Ako ste zaboravili <uzeti> <primijeniti> X,136014.0,False,17
4832,136018,H,NAP,Package leaflet,hr,,Ako prestanete <uzimati> <primjenjivati> X,136014.0,False,18
4833,136019,H,NAP,Package leaflet,hr,4,Moguće nuspojave,136001.0,True,19
4834,136020,H,NAP,Package leaflet,hr,,Dodatne nuspojave u djece <i adolescenata>,136019.0,False,20
4835,136021,H,NAP,Package leaflet,hr,,Prijavljivanje nuspojava,136019.0,True,21
4836,136022,H,NAP,Package leaflet,hr,5,Kako čuvati X,136001.0,True,22
4837,136023,H,NAP,Package leaflet,hr,6,Sadržaj pakiranja i druge informacije,136001.0,True,23
4838,136024,H,NAP,Package leaflet,hr,,Što X sadrži ,136023.0,True,24
4839,136025,H,NAP,Package leaflet,hr,,Kako X izgleda i sadržaj pakiranja,136023.0,True,25
4840,136026,H,NAP,Package leaflet,hr,,Nositelj odobrenja za stavljanje lijeka u promet i proizvođač,136023.0,True,26
4841,136027,H,NAP,Package leaflet,hr,,Ovaj lijek je odobren u državama članicama Europskog gospodarskog prostora (EGP) pod sljedećim nazivima:,136023.0,False,27
4842,136028,H,NAP,Package leaflet,hr,,Ova uputa je zadnji puta revidirana u <{MM/GGGG}> <{mjesec GGGG}>.,136023.0,True,28
4843,136029,H,NAP,Package leaflet,hr,,Ostali izvori informacija,136023.0,False,29
4844,136030,H,NAP,Package leaflet,hr,,Sljedeće informacije namijenjene su samo zdravstvenim radnicima:,136001.0,False,30
4845,137001,H,NAP,SmPC,hu,,ALKALMAZÁSI ELŐÍRÁS,,True,1
4846,137002,H,NAP,SmPC,hu,,"qEz a gyógyszer fokozott felügyelet alatt áll, mely lehetővé teszi az új gyógyszerbiztonsági információk gyors azonosítását. Az egészségügyi szakembereket arra kérjük, hogy jelentsenek bármilyen feltételezett mellékhatást. A mellékhatások jelentésének módjairól a 4.8 pontban kaphatnak további tájékoztatást.",137001.0,False,2
4847,137003,H,NAP,SmPC,hu,1,A GYÓGYSZER NEVE,137001.0,True,3
4848,137004,H,NAP,SmPC,hu,2,MINŐSÉGI ÉS MENNYISÉGI ÖSSZETÉTEL,137001.0,True,4
4849,137005,H,NAP,SmPC,hu,,Ismert hatású segédanyag(ok),137004.0,False,5
4850,137006,H,NAP,SmPC,hu,3,GYÓGYSZERFORMA,137001.0,True,6
4851,137007,H,NAP,SmPC,hu,4,KLINIKAI JELLEMZŐK,137001.0,True,7
4852,137008,H,NAP,SmPC,hu,4.1,Terápiás javallatok,137007.0,True,8
4853,137009,H,NAP,SmPC,hu,4.2,Adagolás és alkalmazás,137007.0,True,9
4854,137010,H,NAP,SmPC,hu,,Adagolás,137009.0,True,10
4855,137011,H,NAP,SmPC,hu,,Gyermekek és serdülők,137010.0,True,11
4856,137012,H,NAP,SmPC,hu,,Az alkalmazás módja,137009.0,True,12
4857,137013,H,NAP,SmPC,hu,,Óvintézkedések a gyógyszer felhasználása vagy alkalmazása előtt,137012.0,False,13
4858,137014,H,NAP,SmPC,hu,4.3,Ellenjavallatok,137007.0,True,14
4859,137015,H,NAP,SmPC,hu,4.4,Különleges figyelmeztetések és az alkalmazással kapcsolatos óvintézkedések,137007.0,True,15
4860,137016,H,NAP,SmPC,hu,,Nyomonkövethetőség,137015.0,False,16
4861,137017,H,NAP,SmPC,hu,,Gyermekek és serdülők,137015.0,False,17
4862,137018,H,NAP,SmPC,hu,4.5,Gyógyszerkölcsönhatások és egyéb interakciók,137007.0,True,18
4863,137019,H,NAP,SmPC,hu,,Gyermekek és serdülők,137018.0,False,19
4864,137020,H,NAP,SmPC,hu,4.6,"Termékenység, terhesség és szoptatás",137007.0,True,20
4865,137021,H,NAP,SmPC,hu,,Terhesség,137020.0,False,21
4866,137022,H,NAP,SmPC,hu,,Szoptatás,137020.0,False,22
4867,137023,H,NAP,SmPC,hu,,Termékenység,137020.0,False,23
4868,137024,H,NAP,SmPC,hu,4.7,A készítmény hatásai a gépjárművezetéshez és a gépek kezeléséhez szükséges képességekre,137007.0,True,24
4869,137025,H,NAP,SmPC,hu,4.8,"Nemkívánatos hatások, mellékhatások",137007.0,True,25
4870,137026,H,NAP,SmPC,hu,,Gyermekek és serdülők,137025.0,False,26
4871,137027,H,NAP,SmPC,hu,,Feltételezett mellékhatások bejelentése,137025.0,True,27
4872,137028,H,NAP,SmPC,hu,4.9,Túladagolás,137007.0,True,28
4873,137029,H,NAP,SmPC,hu,,Gyermekek és serdülők,137028.0,False,29
4874,137030,H,NAP,SmPC,hu,5,FARMAKOLÓGIAI TULAJDONSÁGOK,137001.0,True,30
4875,137031,H,NAP,SmPC,hu,5.1,Farmakodinámiás tulajdonságok,137030.0,True,31
4876,137032,H,NAP,SmPC,hu,,Hatásmechanizmus,137031.0,False,32
4877,137033,H,NAP,SmPC,hu,,Farmakodinámiás hatások,137031.0,False,33
4878,137034,H,NAP,SmPC,hu,,Klinikai hatásosság és biztonságosság,137031.0,False,34
4879,137035,H,NAP,SmPC,hu,,Gyermekek és serdülők,137031.0,False,35
4880,137036,H,NAP,SmPC,hu,5.2,Farmakokinetikai tulajdonságok,137030.0,True,36
4881,137037,H,NAP,SmPC,hu,,Felszívódá,137036.0,False,37
4882,137038,H,NAP,SmPC,hu,,Eloszlás,137036.0,False,38
4883,137039,H,NAP,SmPC,hu,,Biotranszformáció,137036.0,False,39
4884,137040,H,NAP,SmPC,hu,,Elimináció,137036.0,False,40
4885,137041,H,NAP,SmPC,hu,,Linearitás/nem-linearitás,137036.0,False,41
4886,137042,H,NAP,SmPC,hu,,Farmakokinetikai/farmakodinámiás összefüggés(ek),137036.0,False,42
4887,137043,H,NAP,SmPC,hu,5.3,A preklinikai biztonságossági vizsgálatok eredményei,137030.0,True,43
4888,137044,H,NAP,SmPC,hu,,Környezeti kockázatbecslés,137043.0,False,44
4889,137045,H,NAP,SmPC,hu,6,GYÓGYSZERÉSZETI JELLEMZŐK,137001.0,True,45
4890,137046,H,NAP,SmPC,hu,6.1,Segédanyagok felsorolása,137045.0,True,46
4891,137047,H,NAP,SmPC,hu,6.2,Inkompatibilitások,137045.0,True,47
4892,137048,H,NAP,SmPC,hu,6.3,Felhasználhatósági időtartam,137045.0,True,48
4893,137049,H,NAP,SmPC,hu,6.4,Különleges tárolási előírások,137045.0,True,49
4894,137050,H,NAP,SmPC,hu,6.5,Csomagolás típusa és kiszerelése,137045.0,True,50
4895,137051,H,NAP,SmPC,hu,6.6,"A megsemmisítésre vonatkozó különleges óvintézkedések <és egyéb, a készítmény kezelésével kapcsolatos információk>",137045.0,True,51
4896,137052,H,NAP,SmPC,hu,,Alkalmazása gyermekek és serdülők esetén,137051.0,False,52
4897,137053,H,NAP,SmPC,hu,7,A FORGALOMBA HOZATALI ENGEDÉLY JOGOSULTJA,137001.0,True,53
4898,137054,H,NAP,SmPC,hu,8,A FORGALOMBA HOZATALI ENGEDÉLY SZÁMA(I),137001.0,True,54
4899,137055,H,NAP,SmPC,hu,9,A FORGALOMBA HOZATALI ENGEDÉLY ELSŐ KIADÁSÁNAK/ MEGÚJÍTÁSÁNAK DÁTUMA,137001.0,True,55
4900,137056,H,NAP,SmPC,hu,10,A SZÖVEG ELLENŐRZÉSÉNEK DÁTUMA,137001.0,True,56
4901,137057,H,NAP,SmPC,hu,11,VÁRHATÓ SUGÁRTERHELÉS,137001.0,False,57
4902,137058,H,NAP,SmPC,hu,12,RADIOAKTÍV GYÓGYSZEREK ELKÉSZÍTÉSÉRE VONATKOZÓ ÚTMUTATÁSOK,137001.0,False,58
4903,138001,H,NAP,Labelling,hu,,CÍMKESZÖVEG,,True,1
4904,138002,H,NAP,Labelling,hu,,<KÜLSŐ CSOMAGOLÁSON><ÉS><A KÖZVETLEN CSOMAGOLÁSON> FELTÜNTETENDŐ ADATOK,138001.0,True,2
4905,138003,H,NAP,Labelling,hu,1,A GYÓGYSZER NEVE,138002.0,True,3
4906,138004,H,NAP,Labelling,hu,2,HATÓANYAG(OK) MEGNEVEZÉSE,138002.0,True,4
4907,138005,H,NAP,Labelling,hu,3,SEGÉDANYAGOK FELSOROLÁSA,138002.0,True,5
4908,138006,H,NAP,Labelling,hu,4,GYÓGYSZERFORMA ÉS TARTALOM,138002.0,True,6
4909,138007,H,NAP,Labelling,hu,5,AZ ALKALMAZÁSSAL KAPCSOLATOS TUDNIVALÓK ÉS AZ ALKALMAZÁS MÓDJA(I),138002.0,True,7
4910,138008,H,NAP,Labelling,hu,6,"KÜLÖN FIGYELMEZTETÉS, MELY SZERINT A GYÓGYSZERT GYERMEKEKTŐL ELZÁRVA KELL TARTANI",138002.0,True,8
4911,138009,H,NAP,Labelling,hu,7,"TOVÁBBI FIGYELMEZTETÉS(EK), AMENNYIBEN SZÜKSÉGES",138002.0,True,9
4912,138010,H,NAP,Labelling,hu,8,LEJÁRATI IDŐ,138002.0,True,10
4913,138011,H,NAP,Labelling,hu,9,KÜLÖNLEGES TÁROLÁSI ELŐÍRÁSOK,138002.0,True,11
4914,138012,H,NAP,Labelling,hu,10,"KÜLÖNLEGES ÓVINTÉZKEDÉSEK A FEL NEM HASZNÁLT GYÓGYSZEREK VAGY AZ ILYEN TERMÉKEKBŐL KELETKEZETT HULLADÉKANYAGOK ÁRTALMATLANNÁ TÉTELÉRE, HA ILYENEKRE SZÜKSÉG VAN",138002.0,True,12
4915,138013,H,NAP,Labelling,hu,11,A FORGALOMBA HOZATALI ENGEDÉLY JOGOSULTJÁNAK NEVE ÉS CÍME,138002.0,True,13
4916,138014,H,NAP,Labelling,hu,12,A FORGALOMBA HOZATALI ENGEDÉLY SZÁMA(I),138002.0,True,14
4917,138015,H,NAP,Labelling,hu,13,A GYÁRTÁSI TÉTEL SZÁMA,138002.0,True,15
4918,138016,H,NAP,Labelling,hu,14,A GYÓGYSZER RENDELHETŐSÉGE,138002.0,True,16
4919,138017,H,NAP,Labelling,hu,15,AZ ALKALMAZÁSRA VONATKOZÓ UTASÍTÁSOK,138002.0,True,17
4920,138018,H,NAP,Labelling,hu,16,BRAILLE ÍRÁSSAL FELTÜNTETETT INFORMÁCIÓK,138002.0,True,18
4921,138019,H,NAP,Labelling,hu,17,EGYEDI AZONOSÍTÓ – 2D VONALKÓD,138002.0,True,19
4922,138020,H,NAP,Labelling,hu,18,EGYEDI AZONOSÍTÓ OLVASHATÓ FORMÁTUMA,138002.0,True,20
4923,138021,H,NAP,Labelling,hu,,A BUBORÉKCSOMAGOLÁSON VAGY A FÓLIACSÍKON MINIMÁLISAN FELTÜNTETENDŐ ADATOK,138001.0,True,21
4924,138022,H,NAP,Labelling,hu,1,A GYÓGYSZER NEVE,138021.0,True,22
4925,138023,H,NAP,Labelling,hu,2,A FORGALOMBA HOZATALI ENGEDÉLY JOGOSULTJÁNAK NEVE,138021.0,True,23
4926,138024,H,NAP,Labelling,hu,3,LEJÁRATI IDŐ,138021.0,True,24
4927,138025,H,NAP,Labelling,hu,4,A GYÁRTÁSI TÉTEL SZÁMA,138021.0,True,25
4928,138026,H,NAP,Labelling,hu,5,EGYÉB INFORMÁCIÓK,138021.0,True,26
4929,138027,H,NAP,Labelling,hu,,A KIS KÖZVETLEN CSOMAGOLÁSI EGYSÉGEKEN MINIMÁLISAN FELTÜNTETENDŐ ADATOK,138001.0,True,27
4930,138028,H,NAP,Labelling,hu,1,A GYÓGYSZER NEVE ÉS AZ ALKALMAZÁS MÓDJA(I),138027.0,True,28
4931,138029,H,NAP,Labelling,hu,2,AZ ALKALMAZÁSSAL KAPCSOLATOS TUDNIVALÓK,138027.0,True,29
4932,138030,H,NAP,Labelling,hu,3,LEJÁRATI IDŐ,138027.0,True,30
4933,138031,H,NAP,Labelling,hu,4,A GYÁRTÁSI TÉTEL SZÁMA,138027.0,True,31
4934,138032,H,NAP,Labelling,hu,5,"A TARTALOM SÚLYRA, TÉRFOGATRA, VAGY EGYSÉGRE VONATKOZTATVA",138027.0,True,32
4935,138033,H,NAP,Labelling,hu,6,EGYÉB INFORMÁCIÓK,138027.0,True,33
4936,139001,H,NAP,Package leaflet,hu,,BETEGTÁJÉKOZTATÓ,,True,1
4937,139002,H,NAP,Package leaflet,hu,,"qEz a gyógyszer fokozott felügyelet alatt áll, mely lehetővé teszi az új gyógyszerbiztonsági információk gyors azonosítását. Ehhez Ön is hozzájárulhat a tudomására jutó bármilyen mellékhatás bejelentésével. 
A mellékhatások jelentésének módjairól a 4. pont végén (Mellékhatások bejelentése) talál további tájékoztatást.",139001.0,False,2
4938,139003,H,NAP,Package leaflet,hu,,A betegtájékoztató tartalma:,139001.0,True,3
4939,139004,H,NAP,Package leaflet,hu,1,Milyen típusú gyógyszer az X és milyen betegségek esetén alkalmazható?,139001.0,True,4
4940,139005,H,NAP,Package leaflet,hu,2,Tudnivalók az X <szedése><alkalmazása> előtt,139001.0,True,5
4941,139006,H,NAP,Package leaflet,hu,,Ne <szedje><alkalmazza> az X-et<:>,139005.0,True,6
4942,139007,H,NAP,Package leaflet,hu,,Figyelmeztetések és óvintézkedések,139005.0,True,7
4943,139008,H,NAP,Package leaflet,hu,,Gyermekek <és serdülők>,139005.0,True,8
4944,139009,H,NAP,Package leaflet,hu,,Egyéb gyógyszerek és a(z) X,139005.0,True,9
4945,139010,H,NAP,Package leaflet,hu,,"Az X egyidejű <bevétele><alkalmazása><étellel><és><,><itallal><és><alkohollal>",139005.0,True,10
4946,139011,H,NAP,Package leaflet,hu,,"Terhesség <és><,>  szoptatás  < és termékenység>",139005.0,True,11
4947,139012,H,NAP,Package leaflet,hu,,A készítmény hatásai a gépjárművezetéshez és a gépek kezeléséhez szükséges képességekre,139005.0,True,12
4948,139013,H,NAP,Package leaflet,hu,,Az X {segédanyag(ok) neve}-t tartalmaz,139005.0,False,13
4949,139014,H,NAP,Package leaflet,hu,3,Hogyan kell <szedni><alkalmazni> az X-et?,139001.0,True,14
4950,139015,H,NAP,Package leaflet,hu,,Alkalmazása gyermekeknél <és serdülőknél>,139014.0,False,15
4951,139016,H,NAP,Package leaflet,hu,,Ha az előírtnál több X-et <vett be><alkalmazott>,139014.0,False,16
4952,139017,H,NAP,Package leaflet,hu,,Ha elfelejtette <bevenni><alkalmazni> az X-et,139014.0,False,17
4953,139018,H,NAP,Package leaflet,hu,,Ha idő előtt abbahagyja az X <szedését><alkalmazását>,139014.0,False,18
4954,139019,H,NAP,Package leaflet,hu,4,Lehetséges mellékhatások,139001.0,True,19
4955,139020,H,NAP,Package leaflet,hu,,További mellékhatások gyermekeknél <és serdülőknél>,139019.0,False,20
4956,139021,H,NAP,Package leaflet,hu,,Mellékhatások bejelentése,139019.0,True,21
4957,139022,H,NAP,Package leaflet,hu,5,Hogyan kell az X-et tárolni?,139001.0,True,22
4958,139023,H,NAP,Package leaflet,hu,6,A csomagolás tartalma és egyéb információk,139001.0,True,23
4959,139024,H,NAP,Package leaflet,hu,,Mit tartalmaz az X?,139023.0,True,24
4960,139025,H,NAP,Package leaflet,hu,,Milyen az X külleme és mit tartalmaz a csomagolás?,139023.0,True,25
4961,139026,H,NAP,Package leaflet,hu,,A forgalomba hozatali engedély jogosultja és a gyártó,139023.0,True,26
4962,139027,H,NAP,Package leaflet,hu,,Ezt a gyógyszert az Európai Gazdasági Térség tagállamaiban az alábbi neveken engedélyezték:,139023.0,False,27
4963,139028,H,NAP,Package leaflet,hu,,A betegtájékoztató legutóbbi felülvizsgálatának dátuma:<{ÉÉÉÉ. hónap}>,139023.0,True,28
4964,139029,H,NAP,Package leaflet,hu,,Egyéb információforrások,139023.0,False,29
4965,139030,H,NAP,Package leaflet,hu,,Az alábbi információk kizárólag egészségügyi szakembereknek szólnak:,139001.0,False,30
4966,140001,H,NAP,SmPC,is,,SAMANTEKT Á EIGINLEIKUM LYFS,,True,1
4967,140002,H,NAP,SmPC,is,,qÞetta lyf er undir sérstöku eftirliti til að nýjar upplýsingar um öryggi lyfsins komist fljótt og örugglega til skila. Heilbrigðisstarfsmenn eru hvattir til að tilkynna allar aukaverkanir sem grunur er um að tengist lyfinu. Í kafla 4.8 eru upplýsingar um hvernig tilkynna á aukaverkanir.,140001.0,False,2
4968,140003,H,NAP,SmPC,is,1,HEITI LYFS,140001.0,True,3
4969,140004,H,NAP,SmPC,is,2,INNIHALDSLÝSING,140001.0,True,4
4970,140005,H,NAP,SmPC,is,,Hjálparefni með þekkta verkun,140004.0,False,5
4971,140006,H,NAP,SmPC,is,3,LYFJAFORM,140001.0,True,6
4972,140007,H,NAP,SmPC,is,4,KLÍNÍSKAR UPPLÝSINGAR,140001.0,True,7
4973,140008,H,NAP,SmPC,is,4.1,Ábendingar,140007.0,True,8
4974,140009,H,NAP,SmPC,is,4.2,Skammtar og lyfjagjöf,140007.0,True,9
4975,140010,H,NAP,SmPC,is,,Skammtar,140009.0,True,10
4976,140011,H,NAP,SmPC,is,,Börn,140010.0,True,11
4977,140012,H,NAP,SmPC,is,,Lyfjagjöf,140009.0,True,12
4978,140013,H,NAP,SmPC,is,,Varúðarráðstafanir sem þarf að gera áður en lyfið er meðhöndlað eða gefið,140012.0,False,13
4979,140014,H,NAP,SmPC,is,4.3,Frábendingar,140007.0,True,14
4980,140015,H,NAP,SmPC,is,4.4,Sérstök varnaðarorð og varúðarreglur við notkun,140007.0,True,15
4981,140016,H,NAP,SmPC,is,,Rekjanleiki,140015.0,False,16
4982,140017,H,NAP,SmPC,is,,Börn,140015.0,False,17
4983,140018,H,NAP,SmPC,is,4.5,Milliverkanir við önnur lyf og aðrar milliverkanir,140007.0,True,18
4984,140019,H,NAP,SmPC,is,,Börn,140018.0,False,19
4985,140020,H,NAP,SmPC,is,4.6,"Frjósemi, meðganga og brjóstagjöf",140007.0,True,20
4986,140021,H,NAP,SmPC,is,,Meðganga,140020.0,False,21
4987,140022,H,NAP,SmPC,is,,Brjóstagjöf,140020.0,False,22
4988,140023,H,NAP,SmPC,is,,Frjósemi,140020.0,False,23
4989,140024,H,NAP,SmPC,is,4.7,Áhrif á hæfni til aksturs og notkunar véla,140007.0,True,24
4990,140025,H,NAP,SmPC,is,4.8,Aukaverkanir,140007.0,True,25
4991,140026,H,NAP,SmPC,is,,Börn,140025.0,False,26
4992,140027,H,NAP,SmPC,is,,Tilkynning aukaverkana sem grunur er um að tengist lyfinu,140025.0,True,27
4993,140028,H,NAP,SmPC,is,4.9,Ofskömmtun,140007.0,True,28
4994,140029,H,NAP,SmPC,is,,Börn,140028.0,False,29
4995,140030,H,NAP,SmPC,is,5,LYFJAFRÆÐILEGAR UPPLÝSINGAR,140001.0,True,30
4996,140031,H,NAP,SmPC,is,5.1,Lyfhrif,140030.0,True,31
